,certificate,property_condition,furnishing,city,lat,long,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,maid_bedrooms,maid_bathrooms,floors,garages,electricity_num,fac_tempat_jemuran,fac_jalur_telepon,fac_jogging_track,fac_kolam_renang,fac_masjid,fac_keamanan,fac_cctv,fac_kitchen_set,fac_one_gate_system,fac_akses_parkir,fac_playground,fac_wastafel,fac_ac,fac_lapangan_basket,fac_tempat_gym,fac_kolam_ikan,fac_lapangan_voli,fac_lapangan_tenis,fac_lapangan_bola,fac_mesin_cuci,fac_lapangan_bulu_tangkis,fac_kulkas,fac_garden,fac_water_heater,fac_canopy,fac_smart_home,fac_backyard_luas,fac_garasi,fac_balkon,fac_pompa_air_wasser_dan_booster,fac_kompor_exhaust,fac_basement,fac_gudang,fac_clubhouse,fac_service_area,fac_plumbing_system
2204,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.43971,106.7051599,3.0,2.0,68.0,62.0,1,1,1,2.0,1,2200.0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bekasi,-6.1263046,107.0217935,2.0,1.0,72.0,72.0,1,0,0,1.0,0,1300.0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.327523,106.6249784,3.0,2.0,78.0,60.0,1,0,0,2.0,0,1300.0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,160.0,209.0,1,0,1,2.0,2,3500.0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,3.0,2.0,139.0,120.0,1,0,0,1.0,1,2200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.5183495,106.8512789,3.0,2.0,77.0,60.0,1,0,0,2.0,1,2200.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Bekasi,-6.12097,107.0004485,2.0,1.0,90.0,54.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,"lainnya (ppjb,girik,adat,dll)",baru,semi furnished, Tangerang,-6.2623791,106.5220235,5.0,4.0,198.0,287.0,3,1,1,3.0,0,5500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,shm - sertifikat hak milik,baru,furnished, Tangerang,-6.2623791,106.5220235,3.0,3.0,105.0,135.0,1,0,1,2.0,2,3500.0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.5726115,106.8011015,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.397933,106.7679611,1.0,1.0,72.0,43.0,1,1,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,shm - sertifikat hak milik,baru,semi furnished, Bogor,-6.4102361,106.8882494,3.0,2.0,94.0,96.0,1,0,0,1.0,0,2200.0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.3731789,106.55458,2.0,1.0,60.0,40.0,1,0,0,1.0,0,1300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,shm - sertifikat hak milik,sudah renovasi,semi furnished, Bekasi,-6.363929,106.9250756,4.0,3.0,165.0,180.0,2,1,1,2.0,2,2200.0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,shm - sertifikat hak milik,baru,semi furnished, Depok,-6.367494,106.874766,3.0,3.0,101.0,78.0,1,0,0,2.0,1,3500.0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3994989,106.7358134,3.0,1.0,131.0,140.0,0,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,shm - sertifikat hak milik,bagus,furnished, Bekasi,-6.2845395,106.973377,1.0,1.0,94.0,75.0,1,0,0,1.0,1,1300.0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,"lainnya (ppjb,girik,adat,dll)",bagus sekali,unfurnished, Tangerang,-6.2951519,106.6310566,2.0,2.0,120.0,144.0,1,1,1,2.0,2,7700.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.292665,107.0274099,2.0,1.0,60.0,36.0,1,0,0,1.0,1,1300.0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,shm - sertifikat hak milik,baru,unfurnished, Jakarta Timur,-6.195829,106.8821799,3.0,3.0,100.0,130.0,2,1,1,2.0,0,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.2302533,106.8067454,5.0,5.0,1305.0,1500.0,4,3,2,2.0,4,33000.0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,shm - sertifikat hak milik,baru,unfurnished, Jakarta Pusat,-6.181269,106.8670735,2.0,2.0,23.0,43.0,0,0,0,2.0,0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,shm - sertifikat hak milik,bagus sekali,semi furnished, Tangerang,-6.2452287,106.5037491,4.0,2.0,120.0,180.0,0,0,0,2.0,0,3500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,shm - sertifikat hak milik,bagus sekali,furnished, Jakarta Selatan,-6.225523,106.850764,4.0,3.0,530.0,600.0,5,2,1,2.0,4,13200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.3007333,106.586126,3.0,2.0,72.0,69.0,1,0,0,2.0,0,2200.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,4.0,3.0,108.0,195.0,1,0,1,3.0,2,3500.0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,hgb - hak guna bangunan,bagus,unfurnished, Bogor,-6.39754,106.96505,3.0,2.0,200.0,90.0,0,1,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.3977255,106.8427795,2.0,2.0,90.0,45.0,1,1,0,1.0,0,1300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.15966,106.786205,3.0,3.0,39.0,110.0,1,0,0,3.0,0,2200.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Bogor,-6.5183495,106.8512789,3.0,2.0,84.0,89.0,1,1,1,2.0,0,2200.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,shm - sertifikat hak milik,bagus sekali,unfurnished, Bogor,-6.3551778,106.8483112,5.0,2.0,168.0,155.0,1,0,0,1.0,0,1300.0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.332401,106.7907829,1.0,1.0,72.0,43.0,1,1,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.15966,106.786205,4.0,4.0,377.0,570.0,0,1,1,2.0,0,5500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.15966,106.786205,3.0,2.0,84.0,185.0,0,1,1,3.0,0,2200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2368145,106.566375,4.0,3.0,106.0,151.0,0,0,0,2.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.5183495,106.8512789,5.0,5.0,420.0,400.0,0,1,1,2.0,6,6600.0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.1461656,106.8193746,2.0,2.0,22.0,42.0,0,0,0,2.0,0,2200.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,shm - sertifikat hak milik,bagus sekali,semi furnished, Jakarta Barat,-6.1691391,106.7650135,5.0,4.0,370.0,400.0,2,1,1,2.0,1,5500.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4824535,106.8367054,2.0,1.0,105.0,45.0,1,0,0,1.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.280399,106.9945355,36.0,36.0,939.0,500.0,0,0,0,1.0,0,47500.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,shm - sertifikat hak milik,sudah renovasi,unfurnished, Tangerang,-6.2918455,106.6727246,4.0,2.0,299.0,300.0,1,2,1,2.0,0,2200.0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,shm - sertifikat hak milik,baru,semi furnished, Tangerang,-6.2623791,106.5220235,3.0,2.0,124.0,138.0,1,1,1,2.0,0,3500.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.1461656,106.8193746,2.0,2.0,22.0,42.0,0,0,0,2.0,0,2200.0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5183495,106.8512789,4.0,3.0,1720.0,700.0,2,1,1,2.0,0,7600.0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,shm - sertifikat hak milik,bagus,semi furnished, Bekasi,-6.2849775,106.970127,8.0,9.0,700.0,1400.0,2,2,2,4.0,2,7700.0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,shm - sertifikat hak milik,baru,unfurnished, Depok,-6.397933,106.7679611,4.0,2.0,70.0,118.0,1,0,0,2.0,0,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.2433511,106.6174456,4.0,4.0,182.0,180.0,2,0,1,2.0,1,5500.0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.387334,106.6872949,2.0,1.0,60.0,40.0,1,0,0,1.0,0,1300.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.2096499,106.7087085,3.0,3.0,120.0,135.0,0,0,1,2.0,0,3300.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,shm - sertifikat hak milik,baru,furnished, Bekasi,-6.3225674,107.0232889,2.0,1.0,84.0,58.0,0,0,0,1.0,0,1300.0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,shm - sertifikat hak milik,bagus,semi furnished, Tangerang,-6.2452287,106.5037491,5.0,4.0,389.0,520.0,0,1,1,1.0,0,5500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.39754,106.96505,2.0,3.0,98.0,78.0,0,1,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,shm - sertifikat hak milik,bagus,unfurnished, Depok,-6.4281714,106.8368844,3.0,2.0,84.0,71.0,2,0,0,2.0,2,2200.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,shm - sertifikat hak milik,bagus,semi furnished, Jakarta Selatan,-6.2725851,106.8055434,3.0,2.0,212.0,175.0,2,1,1,1.0,0,4400.0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.217129,106.5131048,2.0,1.0,72.0,50.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.387334,106.6872949,2.0,1.0,70.0,36.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.2658959,106.668092,5.0,3.0,115.0,130.0,1,0,0,2.0,0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,shm - sertifikat hak milik,bagus,semi furnished, Depok,-6.332401,106.7907829,3.0,3.0,187.0,200.0,2,0,0,2.0,0,3500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,shm - sertifikat hak milik,sudah renovasi,unfurnished, Bogor,-6.381012,106.9620255,3.0,2.0,105.0,140.0,2,0,0,2.0,0,2200.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,shm - sertifikat hak milik,bagus,furnished, Tangerang,-6.2433511,106.6174456,3.0,3.0,249.0,180.0,1,1,1,2.0,2,2200.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4824535,106.8367054,3.0,2.0,70.0,54.0,2,0,0,2.0,2,2200.0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,shm - sertifikat hak milik,sudah renovasi,semi furnished, Tangerang,-6.2392714,106.61373,2.0,1.0,90.0,60.0,1,0,0,1.0,0,1300.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,shm - sertifikat hak milik,bagus,unfurnished, Jakarta Barat,-6.175165,106.784565,2.0,2.0,56.0,105.0,1,1,0,2.0,0,2200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4769375,106.7880935,2.0,1.0,113.0,36.0,1,0,0,1.0,0,1300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4014935,106.9279365,2.0,1.0,70.0,36.0,1,0,0,1.0,1,1300.0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,shm - sertifikat hak milik,bagus sekali,semi furnished, Bogor,-6.7213695,106.9444128,16.0,16.0,2500.0,500.0,0,0,0,1.0,0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,shm - sertifikat hak milik,unfurnished,baru, Depok,-6.399113,106.7999535,3.0,2.0,70.0,100.0,0,0,1,2.0,1,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,hp - hak pakai,bagus,unfurnished, Depok,-6.4440036,106.7442652,2.0,1.0,75.0,27.0,1,0,0,1.0,1,1300.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,shm - sertifikat hak milik,sudah renovasi,unfurnished, Tangerang,-6.2433511,106.6174456,2.0,1.0,90.0,60.0,1,0,0,1.0,0,2200.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,hgb - hak guna bangunan,bagus,unfurnished, Tangerang,-6.2606197,106.6140258,3.0,2.0,162.0,141.0,1,0,0,2.0,0,2200.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.2831904,107.045462,3.0,2.0,112.0,65.0,1,1,1,1.0,1,2200.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.3007333,106.586126,4.0,3.0,372.0,250.0,3,1,1,3.0,3,4400.0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.4824535,106.8367054,2.0,1.0,96.0,71.0,1,0,0,1.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,shm - sertifikat hak milik,baru,unfurnished, Jakarta Selatan,-6.2898155,106.8390761,4.0,4.0,122.0,172.0,0,1,1,2.0,2,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.327523,106.6249784,3.0,2.0,60.0,70.0,2,0,0,2.0,2,2200.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,shm - sertifikat hak milik,bagus,unfurnished, Bekasi,-6.1817523,106.9736839,2.0,1.0,94.0,110.0,1,0,0,1.0,1,2200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,shm - sertifikat hak milik,baru,unfurnished, Bekasi,-6.1263046,107.0217935,2.0,1.0,60.0,45.0,1,0,0,1.0,1,1300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,"lainnya (ppjb,girik,adat,dll)",bagus,unfurnished, Tangerang,-6.3007333,106.586126,4.0,2.0,32.0,90.0,0,0,0,3.0,0,2200.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,shm - sertifikat hak milik,bagus,semi furnished, Bogor,-6.4769375,106.7880935,2.0,1.0,75.0,38.0,1,0,0,1.0,1,1300.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.39754,106.96505,2.0,1.0,84.0,70.0,1,0,0,1.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,shm - sertifikat hak milik,bagus,unfurnished, Bogor,-6.5726115,106.8011015,4.0,2.0,198.0,150.0,1,1,0,2.0,1,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,shm - sertifikat hak milik,baru,unfurnished, Tangerang,-6.3007333,106.586126,5.0,7.0,558.0,760.0,3,1,1,3.0,2,11000.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,shm - sertifikat hak milik,bagus sekali,unfurnished, Depok,-6.367494,106.874766,3.0,2.0,60.0,77.0,0,0,0,2.0,1,2200.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,shm - sertifikat hak milik,baru,unfurnished, Jakarta Barat,-6.1612309,106.5361526,4.0,3.0,144.0,400.0,2,1,1,3.0,2,2200.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.1646724,106.6698559,3.0,1.0,60.0,54.0,1,0,0,2.0,0,1300.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,shm - sertifikat hak milik,baru,unfurnished, Jakarta Timur,-6.3552216,106.8821299,3.0,2.0,62.0,70.0,1,0,0,2.0,1,2200.0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,shm - sertifikat hak milik,sudah renovasi,unfurnished, Tangerang,-6.3219335,106.6494651,3.0,3.0,225.0,120.0,1,0,1,2.0,0,2200.0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,shm - sertifikat hak milik,baru,unfurnished, Bogor,-6.4824535,106.8367054,2.0,1.0,50.0,36.0,1,0,0,1.0,0,1300.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,shm - sertifikat hak milik,bagus,unfurnished, Tangerang,-6.217129,106.5131048,4.0,2.0,164.0,100.0,1,0,0,1.0,0,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,shm - sertifikat hak milik,bagus sekali,unfurnished, Bogor,-6.5183495,106.8512789,5.0,4.0,1064.0,800.0,4,2,2,2.0,4,6600.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
